full_text,sentimen
wahh keren banget cuma mas kampanye nya kreatif,positif
al in yesssnooo no no no pada p,positif
elektabilitas turun kwalitas leadership nya ada,negatif
akar rumput dukung anies akan tuju koalisi padaip,negatif
salah karena pilih coba wakil bukan mungkin banyak simpati,negatif
jangan lupa 2 3 hulu banteng plis jangan jebak skenario,negatif
semua dukung,positif
emang layak pimpin,positif
pimpin indonesia,positif
cahaya asia,positif
enteng bolakbalik langgar atur kampanye bukan,negatif
bisa,positif
ngak mungkin menang kalo curang,negatif
dukung sepenuh hati pilih02 moga sukses jalan,positif
mau aku ngga sangka jelas dukung guru kencing diri dukung ngompol celana,negatif
percaya and pilih02 adalah pimpin paham butuh rakyat pilih02,positif
yakin visi kalian wujud pilih02,positif
harap indonesia pilih02 kita satu dukung pilih02,positif
simpatisan padaip 2 lurah solo deklarasi dukung,positif
public sdh paham kalau asli paslon 02 paling bawah banding paslon 01 03 sengaja survei selalu buat atas buat giring opini tutup panik bagai cara laku,negatif
ngeri takut main curang kaya 2019,negatif
baca postingan lu gue jadi tertawa ubah jadi joko goblk,negatif
ga orang benci thd tulus,positif
pasang capres cawapres pasang paling peduli nasib tani bisa wujud swasembada pangan indonesia,positif
dukung banyak bgt kayak laut manusia,positif
akan menang nanti,positif
calon pimpin baik masa depan indonesia,positif
gw tetap kukuh dukung dgn segala lucu tgl 13 feb gw hormat 14 feb gw coblos paslon no 1,positif
apa tetap pilih baik,positif
indonesia jangan gak nyoblos,positif
dengar perspektif tkn beri wawas tambah dinamika politik mungkin jadi,positif
ayoo junjung tinggi nilai nasionalisme moral etika negara no money politics no money politics no money politics pilih nomor1,positif
fakta banyak rawan pindah haluan rapat dukung ayah krna baik dhe btw uda bantu warga turun lingkung kampanye 1 putar stop hoax,positif
indonesia butuh pimpin kuat berani wis wayahe 08 dadi presiden ri 8,positif
ttp kuat kokoh tak bendung meski digo banyak isu,positif
mas gaskeun memang satu putar,positif
hadir konsolidasi demokrat sulsel ahy beri instruksi menang ms agusayaudhoyono padaemokrat sama ahy,positif
kecewa tambah lihat ketidakmampuan yakin rakyat denga program tawar,negatif
sangat kecewa lihat beri solusi masalah hadap negara,negatif
kawal menang peabowo,positif
siap menang satu putar nyala,positif
harap calon presiden lebih sekadar wajah baru buat kecewa ketidakmampuan dalam presentasi rencana nyata maju negara,negatif
satu awal pimpin baik kita,positif
gema acara harlah 78 muslimat nu surabaya insayaa alloh menang,positif
kecewa kurang visi tampil debat maupun jawab tanya media,negatif
menang sangat nanti rakyat,positif
anjing gonggong kapi tetap lalu apa kata orang pilih tetap padaip no jokowi yes,positif
kalau aku jadi bu mega ogah dasar khianat ga tahu diri,negatif
1 putar untuk bismillah,positif
milih 1 detik sengsara 5 tahun,negatif
mending dukung no 03 aja lah jelas tegas bijaksana,positif
buang jauh2 pikir soal koalisi menang,positif
kalo aku kecewa sih jujur paslon 02 debat kemaren,negatif
mntap jokowi gas,positif
02 menang jangan khawatir masuk perintah sudah totalitas dukung,positif
menang 02 memang depan mata,positif
gw gak terima kalau kerja sama partai usung dukung radikalisme gw gak terima gama kerja sama anak haram konsitutsi mkmkmkmk,negatif
betul subianto jadi capres paling suka jokowi,positif
menang mau 1 putar 2 putar,positif
terus gerak langsung masayaarakat,positif
padaip tetap tegak lurus menang,positif
suka banget sama gambar ilustrasi nya dulu dukung telah debat cawapres kemaren jadi dukung,positif
tambah mantap nih pilih awal dukung sekarang yakin,positif
bener banget buat semua kecewa berat lihat debat kemaren,negatif
t3rbaik,positif
dasar ga tahu malu bukan mentingin rakyat malah mentingin keluarga inget lurah ada kuasa abadi,negatif
ga untung sama jokowi anak mkmk wowo ga naik2 surpenya dasar ga tahu malu,negatif
awal gw pilih makin kesini makin bikin ragu buat dukung paslon 02,negatif
mulai panik pemirsahhh,negatif
panik 2 putar hehe padaip baik tegak lurus menang,positif
survei stagnan beathor jokowi panik halal segala cara,negatif
justru gak masuk akal bu mega ngedukung bu mega marah sama sby aja tahun sampe sekrang blum akrab,negatif
percaya lebih banyak rakyat waras peduli negri negri inidan peracaya kalah 14022024,negatif
lihat debat kemaren jadi nyesel dukung,negatif
moga keluarga sri u buwono keraton surakarta meru dahulu keraton yogyakarta pilih jalan benar dukung pasang tdk spt pilih keluarga hamengku buwono keraton yogyakarta,positif
buat semua kecewa beratlebih baik pilih aja,positif
tetap baik,positif
etika mulu bahas bosen gw tai,negatif
takut kalah ini muncul 1 gibaran bikin goncang semua nya makin liat menang,positif
paslon potensi menang pilpres 2024 media asing,positif
pokok kecewa berat sama nyesel dlu gw pernah dukung paslon 02,negatif
percuma ngeteetnya ada arti kalibiar mau keluh kesah setinggi langit percuma sudah di butuh suara ada dia pikir bagaimana cara kalahagar demokrasi negara baik lagi percaya,negatif
omong kosong paslon no 2 makin kesini makin kesana maklum anak haram reformasi anak haram konstitusi simpul paslon no 2 haram pilih,negatif
door to door sapa rakyat pantura rawan rumi menang,positif
pilih capres pihak anak muda rawan praka deklarasi dukung,positif
tkn imbau masayaarakat guna hak suara 14 februari 2024,positif
dulu gw pilih makin kesini makin liat sifat buruk nya saat debat kemaren beri contoh politik jijik,negatif
gak masalah justru lebih semangat yuk jadi sekali putar 14feb24 datang tps coblos no2,positif
orang dongok pilih,negatif
saranin jangan sepenuh hati dukung takut nya bikin kecewa kya,negatif
mas satu putar aja udahhalal,positif
keren banget nih kampanye damai bareng02 mas tunjuk matang fokus visimisi manfaat rakyat,positif
yakin pilih gua kampanye damai bareng02,positif
ketua tkn ros roeslani ucap terima kasih atas dukung usaha bela bangsa deklarasi dukung pasang,positif
gak lagi deh buat pilih udah muak aku sama blunder gimmick paslon 02 banyak citra sekarang aku alih pilih,negatif
tanah datar petjahh petjaah all in,positif
pasang makin solid deklarasi dukung dewan pimpin pusat rawan martabat dekade08,positif
negara dalam ada sekarang tingkat ekonomi bla bla bla kau dengar bicara apa ada kata,positif
aku tak bicara mm depan publik lantas sindir itu ngalor ngidul,positif
sempat aku diri sering tegur eliteelite ibu kota kasar bicara,negatif
saudarasaudara hampir semua survei kata sudah satu putar lengah kita tidak boleh santai ucap,positif
lebih jauh klaim dasar hasil survei pihak menang satu putar pilpres 2024 kendati dia tegas tak lengah,positif
kata bocah cilik ora ngerti opoopo ingus sorry ye nyata tiap kali beliau muncul debat eh naik terus ucap,positif
singgung kerap kali anggap orang bocah tidak erti apaapa,negatif
awal sebut tokohtokoh koalisi indonesia maju meru baik,positif
rakabuming raka bocah ingus sebut justru buat elektabilitas kian tingkat debat,negatif
kata bocah ingus nyata tiap debat naik terus,positif
temu capres subianto uskup agung jakarta ignatius kardinal suharyo kwi jalan cut meutia 10 jakarta pusat langsung akrab dekade08,positif
salam 4 jari no 4 golkar salam,positif
unggul hampir tiap survei rawan yakin pilpres cuma 1 putar,positif
gebyar gemoy sepi dukung yakin 1 putar heheheehhehehebat nih bakal satu putar,negatif
pilpres seperti cuma 1 putar menang yakin tum rpgm maulid isbar indonesia berita,positif
subianto beri dukung materiil wilfrida atambua ntt dekade08,positif
komitmen melanjuntukan sempurna program sejahtera mulai era presiden joko widodo,positif
keren banget bakal wujudin dana abadi pesantren dekade08,positif
capres nomor 2 komitmen beri contoh politik cara santun damai dekade08,positif
kalau kalah lebih banyak nang dan aku tertawa terbahakbahak,negatif
saudarasaudara sekali sering tegur eliteelite jakarta kok ngomongnya kasarkasar aku mantan serdadu ngomongnya kayak gitu kata,positif
padahal kata performa debat buat elektabilitas paslon terus tingkat,positif
anak muda mas rakabuming raka ucap hadap dukung,positif
rakabuming raka bocah ingus sebut justru buat elektabilitas kian tingkat debat,positif
moga sukses jaga suasana kampanye damai fokus visi misi langkah positif kampanye damai bareng02,positif
subianto terima dukung massa subang deklarasi langsung,positif
kemudi bajaj asal jakarta utara nama muhamad suhada kata diri dukung,positif
oikn bantah klaim boy thohir investor ikn dukung sindonews ekbis,positif
harap mudahmudahan menang beri adil orang bawah kata ajun terang tulis minggu 2812024,positif
paslon nomor urut 2 mampu hadir adil sejahtera masayaarakat indonesia,positif
orang kemudi bajaj nama ajun aku dukung yakin,positif
datang untuk sampai dukung calon presiden calon wakil presiden nomor urut 2 subianto rakabuming raka pilpres 2024,positif
deklarasi dukung rombong kemudi bajaj datang diam,positif
indonesia siap dukung menang pilpres 2024 satu baris kampanye damai bareng02,positif
dewan pimpin pusat rawan martabat resmi deklarasi dukung pasang dekade08,positif
kau lihat tokohtokoh ada koalisi airlangga menko ekonomi berapa kali jadi menteri,positif
boong nya kelewatannnnnnn knapa mesti lari yordania boongnya lewat mudah2an banyak jadi pinter bajernya 02 banyak asal omon2,negatif
bener banget nih bener buat kecewa sama pasang padahal dulu sangat dukung telah lihat debat kemarin lebih pilih dukung pasang gama,negatif
aja dulu,negatif
md shock aja apa jadi dlm debat tdk siap mental kalah aja efek itu bangun isu opini ngelantur dech,positif
sangat sangat tuju bang ade salam satu putar untuk p,positif
semangat menang 1 putar,positif
yakin pilih 02,negatif
gigih apa juang menang tetap,positif
pribadi harap mas menang 1 putar,positif
bang akuin aja napa lu sbnrnya dukung nya doang kan segala curang nepotisme nya buat lu gak sreg kan moral compass lu lurus gua liat lu gk suka ngeliat curang,negatif
sekarang ga percaya dengan survey di bayar,positif
tetap teguh pilih,positif
semangat terus,positif
silah menang jelas posisi ada pihak anies baswedan,negatif
swing voters akan pilih,positif
mau elektabilitas 02 90 persen gpp gw tetap setia sama,negatif
udah tebak alur culas 02 kalah debat gt bagi2 bansos gt byr buzzer nang gt bayar lembaga sure pay,negatif
apa jadi naik hasil sure pay jalan ninja kroco kroco mending pilih 01 kalau ga 03,negatif
torang gasss nomor 2,positif
gw aja denger pidato cuma 10 menit doang ada orang sadar malah milih 02 fix kalo gak stunting autism sih,negatif
gbiran menang yess,positif
benar hasil survey real 02 anjlok makanya lurah turun tangan insha allah menang rakyat menang,negatif
kok ya orang2 milih 02 debat aja kalah telak,negatif
survey 02 sumber lembaga survey kebun singkong tumbuh jagung,negatif
bu mega oke ngedukung paslon nomor 2,positif
logika aja orang rekam jejak prestasi ga liat modal jogad joged doank kok hasil besarsementara ajak dialog banyak prestasi malah rendah bukti saat milu gak usah giring2 opini masayaarakat,negatif
kalau nyata hasil suapa putar pertama ga 45 persen lebih arti lembaga surveynya bayar jangan percaya sama lembaga survei,positif
moga rekonsiliasi segera wujud,positif
lembaga2 survey ngomong elektabilitas jauh bawah ditandain,positif
gw siap menangin,positif
ledak 01,positif
udah tinggal joged joged aja gak usah capek capek debat kampanye gak usah capek bikin opini nyebarin hasil survey ting,negatif
kalau jokowi rujuk padaip tanda ialah menang mutlak paslon nomor urut 2,positif
luar biasa satu putar tuju indonesia emas,positif
kelit sekali ente dukung ente sama dari hati seperti ente dendam sama yaa,positif
insha allah apa narasi engkau bikin,negatif
bu mega orang realisitis realistis kalau sama nomor urut 2,positif
tegas penting fasilitas sehat jadi benteng tahan nasional prokal,positif
sama elektabilitasnya nyungsep banget mending,positif
kalau sampe satu putar lu para buzzerrp mau makan mana,negatif
waktu megawati ngedukung,positif
orang goblok gk usah komen mbak,negatif
ga usah malu malu akan buka tangan dukung datang dari teman lama,positif
mungkin sengaja begini rakyat paham jangan pilih kalau pilih percuma jadi presiden pikir sama dengan,negatif
aku yakin dukung padaip makin jaya,positif
koalisi padaip sebab menang 1 putar,positif
mesti bersayaukur padaip telah naik nama bukan malah khianat sekarang nangis2 minta sang ayah elektabilitas asline jeblok sang ayah mulai padakt sama bu mega muka mau taruh mana,negatif
salam 3 jari kalau rasa menang ngapain panik jkw turun rayu2 bu mega,negatif
hilal menang makin lihat,positif
bauntuku survei2 sekarang gak relevan buat jadi tolak ukur milih pimpin pilih ek rekam jejak semua paslon paling kompeten,negatif
makin semangat dukung nomor 2 oke gas,positif
jadi cawapres karena anak presiden aja harap dukung banya presiden dari tidak apalagi harap ahli mampu wah jauh sekali,negatif
paslong nomor urut 2 jelas menang 1 putar,positif
udah kalau klaim benar langsung aja lantik 02 biar langsung kerja sembako naik bbm naik gpp,negatif
indonesia lebih baik cukup menangin 1 putar,positif
aneh banget deh padahal ngejelasin visi misi baik penuh gagas masa tinggal sama 02,negatif
insayaaallah mas jadi wapres jadi presiden,positif
ga mungkin padaip dukung dukung 02 alih dukung 03,negatif
bu mega kerah kuat ngedukung,positif
mimpi setinggi langit tgl 14 jatuh sakit sangat luar biasa,negatif
aku tuju padaip alih dukung,positif
02 pasti menang gak perlu coblos 02 yaa,positif
karakter apa mas marah2,negatif
is pilih dukung ketimbang anies baswedan,positif
udah ngga heran kl paslon wowo survei dulu no 1 nyata nya kalah melulu,negatif
mas jadi pimpin indonesia lihat,positif
haha mimpi jauh mana mungkin tiap acara hadir banyak orang survei 20 persen,negatif
surve abal abal,negatif
benar sekali dukung padaip akan alih,positif
peluang menang 1 putar makin buka lebar,positif
jangan2 karena bayar,negatif
ketua umum golkar airlangga hartarto ajak seluruh kader sumut pilih subianto rakabuming raka di hadap ribu dukung airlangga kata ibu ibu hemat keluar anak sekolah,positif
pede satu putar menang kampanye sepi terus,negatif
bu mega akan senang hati menang sahabat,positif
koalisi padaip sama wujud,positif
ada padaip menang satu putar di tangan,positif
tanya emng dukung 02 mau keluar duit bukan bayar semua mndkung 02 susah si bang,negatif
pilpres putar pertama suara atas 50 persen,positif
moga tuhan ymk buka jalan menang bukan,positif
kirain cuma dukung 02 goblok serang anies isu sampah telaah nyata dukung 01 anies cak imin tolol serang ejek pincang pengkor capres kaki tiga orang pintar pernah nilai fisik orang kerja orang,positif
sumpah goblok banget masa bayi bom lahir udh tahu akhlak segitunya ken jd wakil presiden,negatif
tantang yuk amp kalau jadi presiden berani gak penjara ayo jawab kalau berani coblos rai,negatif
semangatt dohannn,positif
tegak lurus sama baris,positif
awal benar dukung pasang makin kesini makin kecewa saya putus alih pasang gama lebih tegas pimpin indonesia,negatif
jokowi 3 periode,positif
awal bencana nepotisme indonesiasejarah mencatatsatu nantisejarah mrmalukan bangsa,negatif
apa sih ku bud makan siang gratis anak sekolah bukan ibu kandung lama lama nyata lu benar soal dukung sayaaratnya bodoh,negatif
selalu no 1,negatif
bedebah dukung dinasti dn usak demokrasi,negatif
gin aja kelas ente fud waktu 2019 ga jadi cawapres nyata bener divine intervention ahli satu bidang tentu jadi great leader holistik sorry fud satu putar,positif
aib lebih kelam hitam aib lebih hina jijik ayo buka buka mb,negatif
kek gin menang 1 putar ente waras,negatif
kalian harus ditutupitakut kalah cong fair sportif dong,negatif
menang kartu tani hilang,negatif
putar pertama nyungsepamiin 3x allah kabul doa ku inijadikanlah orang baik jadi presiden,positif
undang 2 gus acara majelis rutin gus tsar gus iqdam nyata pamplet capres manusia2 nir adab pecah belah umat,negatif
susup nyampah lo tuh ga ajak,negatif
tunggu hbs pemilusetelah menang milu,positif
halah frggak realistis,negatif
ni orang nyindir dama mulu,positif
menang kartu tani hilang makyuusss,negatif
tadi akan pilih karena faktor batal benci thd politik dinasti nepotisme sangat besar ya saran baik tulis hati2 utama tuduh pihak anda tuduh padaip data benar,negatif
pilih tepat,positif
ga ngaruh tetep penting bukan,negatif
capres nomor urut 2 aku cawapresnya kerap olok ia bangga mampu bukti diri mampu jadi cawapres,positif
ajak menang sby lanjuntukan program jokowi,positif
arti kalimat gin aja mosok sampean gk paham se maskayak emak2 tiktok ajesampean orang pinter loh mas kalimat sederhana gitu aja ikut2an goreng mulus orang dulu habis2an kau ueman mas bud,negatif
untuk hatters nya untuk semua tuding tunjuk beliau ingat selalu kata beliau biar rakyat tentu jgn kamu menkal rakyat putus beliau pimpin bangsa,positif
si tantrum cengeng sampe bulan paska debat aja baper si minta rawan jelasin telah debat orang tolol masuk bursa pilpres,negatif
iya betul sekali kriminal radikal terorisme ldii tambah makin rajalela krna kuasa presiden kapolri beking lindung fasilitas,positif
mungkin tua jd konsisten kecil harap mikirnya tepat 5 th lg udh ga laku si budi ini orang tanda konsisten orang untuk elektabilitas si budi uzur kai,negatif
liat debat kemarin jdi ragu sma makin gk jelas,negatif
yaudah kalo yakin menang gausah e bantu presiden menteri artis influencer dong yakin menang tp kok gelisah,negatif
survey buat satu dunia percaya basis besar ada sumbarpendukung 02 halu uda mulai odgj,negatif
asal bukan,negatif
yuk kan biar tembus jadi no 1,negatif
lihat video kconk arief alhamdulillah kh fuad nurhasan ponpes sidogiri dukung lihat wi,positif
haduhhh lonte politik nongol lghhhh,negatif
main catur bila raja mulai gerak kiri kanancawe cawe arti raja mulai tekan akan kalah,negatif
awal dukung telah debat kemarin putus alih dukung,negatif
gue pilih 2x gue gk masalah dg napa ambil jelas2 proses perkosa konstitusi dg sdh vonis cacat etika berat lagi apa elo ngedukung dinasti politik mana etika bokap presiden anak nyalon etika etika etika,negatif
hadap warga subang maruarar sirait jelas alas diri dukung,positif
satu putar 02 langsung jungkal,positif
cc kasi bener temen lho dijanjiin apa sih smpe sgitunya,negatif
orang jompo mana kerja orang waras milih anies,negatif
awal dukung telah lihat debat kemarin putus alih dukung,positif
kalo simpel masak iya negara besar mau pimpin orang pecat iya pecat coba tanya sendiri,positif
asam sulfat pengaruh apa buat ibu hamilmohon cerah,negatif
mesti realistis target menang telak terlalu tinggi paslon 01 udah tunjuk kualitas dukung rakyat,negatif
ecek akhlak bayi hrsnya lalu bhs ibujk ibu tdk milik bhs ibu untuk ajak bicara minimal bahasa isayaarat jika bhs isayaarat jari sdh salah hrs benar maaf mas budi tdk sopan untuk komen,negatif
gw gak nka klo politis oon gak nyambung,negatif
ngimpi,negatif
makan nya anak di didikhahaha goreng mu lahir kemudian didik gitu aja ngk paham simelahirkan kemudian abai arti biar anak tidak beretikasegitunya ya goreng goreng berita,negatif
ngapain teriak2 1 putar sdh 3 putarandan ke 4 x nya 1 putar balik rumah pulang,negatif
sama sby ketua umum partai demokrat agus harimurti yudhoyono ahy senang sekali akhir hadir lumajang lumajang luar biasa,positif
menang 1 putar,positif
mau buat gagas buat aja sih ngapain ngurusin videotron sama fundraising patungan jg gk ngajak2 gnimalah kita minta diadainduit jg transparan lpj emng lu ikut iur urusin noh ribu baliho gede gaban abis kena puting beliung bikin sampah,negatif
psi ga nya cuma nyuruh coblos wkwk btw demokrat emang gin watak tengah hati,negatif
sumpah ni orank kaya ga pernah baca buku ga pernah diskusi ga da antihilirisasi kritik implementasi kalo anti banyak langsung bawa nasionalisme so post ww 2 gitu terima kasih masuk fuck this cunt,positif
beneran mo ngajak kompetisi sehat berfastabiqul khoirot coba kandanani nasehatin dulu amp soal gak lucu kan mnt orang hrs spt mau tp calon sendiri tdk kompetisi sehat amp berfastabiqul khoirot spt mau,negatif
rawan ngamuk gak bagi duit heheheparah nih,negatif
ente gak akhlak,negatif
uang memang m gurih jenderal,negatif
gak usah satu putar sekali aja lantik akhir januari beres bhuahahahahahahahahahahahahaha,positif
gak usah ribet2 ai adopsi asing greenflation visi program jelasbahaya bikin rakyat indonesia bayar harga inflasi pangan aja pangan impor malah gencar untuk bbm indosat tulalit tissa biani,negatif
tdk pernah nyaleg sama2 mantan pimpin komisi gus ken nyaleg nam jelas jiwa ganggu,negatif
halu,negatif
tolak aja kalau anies kalah gak usah terusterusan stuck coba lihat lain misal,negatif
kaesang tum psi minta warga bandung pilih menang sekali putar,positif
skip deh terlalu banyak omong doang kayak kurang paham mood aspirasi masayaarakat udah jelas paslon 01,negatif
bakal inisiasi uu lindung hewan menang pilpres 2024,positif
tolak aja kalau anies kalah gak usah terburuburu mending pilih lanjut,negatif
main catur kalau raja gerak kesana kemari tanda nya kalah nanti depan tandatanda hasil survey angin surga belaka,negatif
anehmakin tambah atur ndak lama satpol pp mumet nganggkutin becak nongjrong dmn2 gara nyolok listrikhahah cari sensasi bukan solusi dengkul kok e mikir,negatif
dih ribet hidup oligarki,negatif
gue gak paham terus ngomongin menang telak masayaarakat lebih percaya sama kerja anies,negatif
orang goblok aja tahu klo akhlak etika hasil dik bukan turun ini hasil orang khianat haus kuasa uang,negatif
apa sudah mulai laku jokowi dilanjuntukan sempurna optimis indonesia makin maju depan,positif
tokoh muslim nyata dukung siapa yaaa wa aja song hye kyo,positif
gua orang mang insayaallah lebih karakter orang mang sila bungkus pulang hasil survei ente wooi kagak lakuuuu insayaallah mang untuk paslon 01,negatif
halu banged,negatif
main catur kalau raja gerak kesana kemari tanda nya kalah nanti depan,negatif
kalo anies kalah putar pertama aku lebih milih pilih deh masuk akal pilih,negatif
potret sama cawapres 02 mas sama masayaarakat bal wa aja 71 progresif song hye kyo,positif
gimana kasus 349t cie cuma mau manggung doang cari muka biar daftar dadi capresjilat atas jilat bawah mamud md kacaujadi boneka pada dia,negatif
sebenernya benalu negara mas jg baru liat skrg ajakita liat aja ntar kalo menang tambah tantrum,positif
asal jgn brow,positif
langsung nolak kalo anies kalah putar pertama bisa pilih,negatif
sosialisasi program unggul bagi susu makan siang gratis penuh gizi anak giat sosialisasi program laku serentak sejakarta timur om dewan bang adnan tahufiq bang bang ryan kurnia dpc gerindra,positif
calon menteri sangkut korupsi,negatif
uang2 nya sendiri kok sewot uang2 orang mau nyumbang peduli kok iri atas nama rakyat ngerisakit hati,negatif
udah segitu kok panik raja sampe turun cak imin mau periksa anies halangin dibuntutin,negatif
aku rasa target tkn menang telak satu putar kayak mimpi aja anies udah jelas lebih unggul penuh dukung,negatif
makasih pencerahann nya bang,positif
bismillaah bi idznillaah,positif
haha aja ente fair aja lihat tgl 14 feb 24 sayaarat nya cuma 1 jujur tanpa curang berani,negatif
sumbar menang di provinsi,positif
goblok emang bumi bud,negatif
takut bener kalah,negatif
kentut hidung,negatif
waduh biar rakyat nilai terima kasih jejak digital,positif
mana dukung banyak 01 cak imin 02 03 sayaa,positif
bismillah yakin satu putar,positif
asal jgn pilih,negatif
dukung 02 emang orang kasus,negatif
omong lu ga di percaya budd rakyat dah cerdas dulu benci ama si wowo karna culik ehhh skrg malah gabung breng hahaha,negatif
jhaaa padahl gw nerima bgt fakta klo nepo baby oweowe mkmkmk elu kali gabisa nerima fakta klo libat langgar ham berat wkwkwk,negatif
aktivis kalau nyicipi duit haram begini ada integritas ada jilat,negatif
salut banget sama dukung sby ahy lembut sutra,positif
umkm naik kelas rawan kelompok usaha warga deklarasi dukung,positif
tkn pasti wujud dana abadi pesantren,positif
sby ahy aja dukung masa kamu ga,positif
mafud ko jadi begini sih nyalahin ibu anak prof mafud hati sedang penuh emosi,positif
habib luthfi tegas dukung pasang nomor urut 2 subianto rakabuming raka pilpres 2024,positif
bukan dukung 02 sering cacing maki capres instropeksi bossjangan provokasi,negatif
baris santri muda deklarasi dukung tkn pasti wujud dana abadi pesantren,positif
udaputaran dua 01 03 ajagak usah ngajak 02gak asayaeekk,negatif
kalo untuk ga terlalu gimana sih gw buat gedeg bgt si songong anak presiden dah jadi pilpres tahun gak nyoblos 2 milu kemarin gw garis keras ras jokowi jijik,negatif
jd udah niat kan mereka2 jd presiden adalah jd klu menang singkir,negatif
pilpres jadi ajang saling serang masayaarakat suguh saling cerca para caprescawapres timses n dukung semua konyol n malu gimana koq kalian nikmat konyol,negatif
gagas apa siap dukung apa untuk,positif
hahaha kasihan,negatif
sigap selesai masalah masayaarakat sekitar urus sekolah klinik betul jadi tanggung jawab perintah daerah,positif
kalo ba ibu nyatamak serakah maling begal reformasi demokrasi lahir lebih parah,negatif
insayaa alloh ok lahh asal jangan,positif
budi dh pikun makin tua mkin gblk wkwkwkwo,negatif
pecat jadi abri kok ga bahas,negatif
suka pilih tbrc satu putar depan mata,positif
fik bagus terus gembos suara akhir juga agen agen menang mantaf aku suka hahahaha,positif
bikin cuit faedah sedikit bang budiman contoh spt isi bukan capture edit tambah kata2 seauai nyata lebih pintar cerdas kek anda,negatif
sumbar masayaarakat nya cerdas itu insayaaallah pilih nya anies baswedan,negatif
negara butuh didik banyak anak anak remaja pemuda cita cita nya halang tor ekonomi bantu prrbaiki didik negri maka masa depan negara akan lebih baik,positif
yah bos,positif
memang begitu saya ajak teman kampanye paslon 02 bagi uang rp 100000 dapat kaos saya terima rezeki klu nyoblos urus hati tetap coblos allah swt tahu,negatif
simpatisan pkb gus dur pacitan deklarasi dukung detikcom,positif
airlangga target 80 persen menang jambi,positif
tiga sayap ppp kulonprogo deklarasi gabung krjogja krjogja,positif
era mukidi ko banyak orang 2dungu percaya survei kalo main catur raja udah gerak arti tahan nya udah beranta,negatif
jokowi pilih beliau yakin lah mampu tangan masalah indonesia saya beri dukung kosong satu putar indonesia emas 2024,positif
ambil becak coblos tetap 01,negatif
fitnah nya luarbiasa si tolol,negatif
sby ajak ribu kader demokrat malang total dukung,positif
bilang jadi presiden jadi cawapres kontra dikit tembak mati busuk bgt allah sadar dukung lambat,negatif
nis nis ngomong aja nya lo jar jar sombong mu bungkam dg laku mu sendiri janji langsung luncur satu putar,positif
tak mati rakyat bukti,negatif
airlangga hartarto jadwal gelar konsolidasi menang sulsel,positif
baliho ukur besar pasang calon presidencalon wakil presiden nomor urut 2 subianto rakabuming sama presiden joko widodo,positif
dukung 01amp 03 sadar peluang calon dukung sulit menang ttp elite2 nya terus doktrin penting msing2kasian jg liat merekajd santap doktrin elite apalgi smpai ai ayat2 aku cm mau bilangpemenang pilpres sadar,positif
insayaa allah menang satu putar,positif
dana kampanye elit bayar commis sulit,negatif
bijak tingkat ekspor kurang impor sdh dengung 20 th lalu tp skrg makin parah pupuk impor beras impor kedele impor gula impor semua jd pem kampanye si tolol menjilat2 dg lidah panjang rakyat suguh mimpi kosong orang tolol percaya,negatif
mirip sahabat nabi md kisah mulia jangan campur sampah politik,positif
suara hampir 50 persen sumatera barat versi survei lsi anies jadi saing ketat malah jeblok,positif
dulu aku rasa aneh sama orang mau pilih sekarang jadi tambah aneh sama orang masih mau aja pilih padahal,negatif
sapa rawan purworejo wantiwanti jangan lena hasil survei bagus nih tetap kampanye damai ajak keluarga saudara teman2 milih,positif
tkn tegas lanjuntukan hilir,positif
banya suka bohong anak suka fitnah paman suka curang capresnya suka nyulik,negatif
terus sndiri kapan mundur andiri apa sdh mundur dr jabatanya sbgai walkot min jgn ramai soal pqk aja dong,negatif
hercules siap menang satu putar,positif
presiden kampanye kok asal cuti jabat presiden tolong cek bagai team resmi kan dari kok presiden ikut dukung kampanye cuti dulu nepotisme kok terangterangan,negatif
kl dukung wkt pilpres 2014 amp 2019sdh banyak bpindahtmasuk dgn saya tdk lg mdukung krn bpasangan dgn alhamdulillah thn ada anies krn pilih pimpin bkn mcari sempurnattp mcari mudharatnya paling sedikit,negatif
si koto emang bodoh kyaknya yah sdah jelas si junjung nya sendiri jokowi ngomong tdak visi misi menteri visi misi presiden arti perintah presiden koto koto bodoh jgn umbar,negatif
kalo sih sederhana pindah haluan karena bener baik tak suka cela lawandan bila kesel datang tps dekat coblos tu mata badan kepala tuk lampias ingin lalu teriak,positif
the economist sebut unggul 50 rawan jadi picu kerja lebih keras,positif
dukung 1 putar nyungsep masuk 2 putar,negatif
kata saya ikut jejak dulu kuasa nasi jadi bubur udah dukung pangeran solo moga cawapres 2029 ahy gubernur jakarta pilih presiden,positif
tulus untuk indonesia jg savage muda keren keywordnya tulus kerja nyata ga janji m bela negara anak muda savage,positif
kandidat kelas dunia kampanye konser band kelas dunia teknik video drone kelas dunia pimpin indonesia pasuk kelas dunia,positif
mantap maju terus,positif
lewat masa produktif bak buah di karbit alias disa mateng hingga alami busuk dini,negatif
aja dulu ada ubah,negatif
pilih psi indonesia lepas landas,positif
harus bener bener hemat ayo dukung,positif
tri bukan asn clear lagi ente ga ributin itu mdwkwkwkwkwk,negatif
klo pilih belakang jokowidodo insting misal jadi presiden gak lama jadi otomatis naik jadi presiden nya,positif
liput 6 menang nomer satungedabrus ja,negatif
ngtweet harus check dulu otak rai tidakitu,negatif
dukung emakemak difabel tkn makin yakin menang satu putar,positif
