created_at,full_text,sentimen,,,91,8
Fri Jan 12 22:50:35 +0000 2024,@griselruiz88 @jokowi @prabowo @gibran_tweet @aniesbaswedan @ganjarpranowo @puanmaharani_ri @cobeh2022 @Miduk17 @UyokBack Rakyat Indonesia emang mau memilih yang habis ndasmu terbitlah goblok?,,,,,
Fri Jan 12 22:50:34 +0000 2024,Ciri ciri orang bahagia itu ada 3:  1. Org yg tidak menyesali masa lalu. 2. Orang yang tidak mengkhawatirkan masa depan. 3. Pendukung Prabowo Gibran. https://t.co/vQJFiDExL8,,,,,
Fri Jan 12 22:50:17 +0000 2024,@griselruiz88 @jokowi @prabowo @gibran_tweet @aniesbaswedan @ganjarpranowo @puanmaharani_ri @YepryR @ForRezim @Jen_syie Masyarakat yang bersama Anies untuk perubahan tidak percaya lembaga survei,,,,,
Fri Jan 12 22:49:23 +0000 2024,@gorunbiraz3 @jokowi @prabowo @gibran_tweet @aniesbaswedan @ganjarpranowo @puanmaharani_ri @AirinDatangLagi @jek___ Aku tak akan jumawa terus kerja keras memberi dukungan pada Prabowo Gibran,positif,,,,
Fri Jan 12 22:49:21 +0000 2024,Banyumas 1912 Nyatakan Mendukung Pasangan Prabowo-Gibran https://t.co/x9qyldC31c,positif,,,,
Fri Jan 12 22:49:04 +0000 2024,@griselruiz88 @jokowi @prabowo @gibran_tweet @aniesbaswedan @ganjarpranowo @puanmaharani_ri @f_fathur @faizalassegaf @msobri99 Tingginya survei tak lepas dari kerja keras rakyat Indonesia serta TKN Prabowo Gibran,,,,,
Fri Jan 12 22:48:44 +0000 2024,@griselruiz88 @jokowi @prabowo @gibran_tweet @aniesbaswedan @ganjarpranowo @puanmaharani_ri @MarahIchsan @yeyeskii @Kanjeng2022 Bravo Pak Prabowo jaga terus NKRI,positif,,,,
Fri Jan 12 22:48:33 +0000 2024,Puluhan Petani Penderes Cilongok Dukung Prabowo-Gibran https://t.co/mG10P27Qsa,positif,,,,
Fri Jan 12 22:48:22 +0000 2024,@gorunbiraz3 @jokowi @prabowo @gibran_tweet @aniesbaswedan @ganjarpranowo @puanmaharani_ri @WagimanDeep212_ @blantik_pedhet2 @Anak__Ogi Anak muda Indonesia all in Prabowo Gibran,positif,,,,
Fri Jan 12 22:48:16 +0000 2024,@WaktunyaIDMaju @PastiNgibul @awkarin @gibran_tweet @prabowo Org ngelanggar HAM kok di dukung,negatif,,,,
Fri Jan 12 22:48:02 +0000 2024,@griselruiz88 @jokowi @prabowo @gibran_tweet @aniesbaswedan @ganjarpranowo @puanmaharani_ri @RstmBcl @ShamsiAli2 @Paltiwest Mas Gibran akan mencatat rekor sebagai wakil presiden termuda di Indonesia,positif,,,,
Fri Jan 12 22:47:44 +0000 2024,@griselruiz88 @jokowi @prabowo @gibran_tweet @aniesbaswedan @ganjarpranowo @puanmaharani_ri @Maudy_Apain @berlianidris @sayajggatau Pemimpin kita di 2024 sudah pasti Prabowo,positif,,,,
Fri Jan 12 22:47:41 +0000 2024,Ngeri! Prediksi Denny Siregar Soal Nasib Keluarga Jokowi jika Prabowo dan Gibran Kalah di Pilpres 2024 https://t.co/0Lv4lmkcxb,,,,,
Fri Jan 12 22:47:18 +0000 2024,@tempodotco Saya sebagai pendukung Prabowo Gibran benar2 sedih melihat pak Prabowo diperlakukan seperti itu oleh Paslon lain,,,,,
Fri Jan 12 22:47:05 +0000 2024,@griselruiz88 @ganjarpranowo @mohmahfudmd @prabowo @gibran_tweet @jokowi @puanmaharani_ri @aniesbaswedan @ekowboy2 @pakaipeci @yusuf_dumdum Yang memiliki jiwa patriot seperti Pak Prabowo memang harus kita dukung bersama,positif,,,,
Fri Jan 12 22:46:46 +0000 2024,@OposisiCerdas Prabowo Gibran betul2 sosok yg paling pas untuk melanjutkan kinerja pak Jokowi,positif,,,,
Fri Jan 12 22:46:40 +0000 2024,@prabowo @gibran_tweet Jangan terlalu terlena dengan hasil survei. Gas pooll... Jangan kasih kendor...,,,,,
Fri Jan 12 22:46:34 +0000 2024,"@ruyasagit900 @RcyberProj0 @Gerindra @gibran_tweet @prabowo @budimuni98 @handoko2411 @Projo_Pusat @FALDA81 Dengan pengetahuan mendalam dan kepekaan terhadap isu global, Pak Prabowo dapat menjadi juru damai yang handal serta membawa solusi konstruktif dalam setiap perundingan internasional.",positif,,,,
Fri Jan 12 22:46:25 +0000 2024,@OposisiCerdas Semua barisan merapat untuk terus mendukung pak Prabowo gemoy dan mas Gibran ganteng,positif,,,,
Fri Jan 12 22:46:25 +0000 2024,@GlowTryz @muchlis_ar @jokowi @prabowo @gibran_tweet @aniesbaswedan @ganjarpranowo @puanmaharani_ri @fais21804461 @zy_zy_its_me @akupadi5 Anak muda Indonesia wajib dukung 02,positif,,,,
Fri Jan 12 22:46:09 +0000 2024,@OposisiCerdas Masa depan Indonesia akan cerah bersama pasangan Prabowo Gibran,positif,,,,
Fri Jan 12 22:46:07 +0000 2024,"@GwynxAsh @03__nakula @jokowi @prabowo @gibran_tweet @aniesbaswedan @ganjarpranowo @puanmaharani_ri @sayajggatau @NUgarislucu @pangeransiahaan Kali ketiga saya ngedukung Pak Prabowo, semoga menang",positif,,,,
Fri Jan 12 22:46:01 +0000 2024,@CNNIndonesia Prabowo Gibran selalu memikirkan rakyatnya,positif,,,,
Fri Jan 12 22:45:49 +0000 2024,"@GwynxAsh @muchlis_ar @jokowi @prabowo @gibran_tweet @aniesbaswedan @ganjarpranowo @puanmaharani_ri @devy_casanofa @alisyarief @Dew0W1snu Yok kita juga berbenah, masa nanti hanya Pa Prabowo saja yang kerja keras",,,,,
Fri Jan 12 22:45:25 +0000 2024,@gvfftj @yeyeskii @jokowi @prabowo @gibran_tweet @aniesbaswedan @ganjarpranowo @puanmaharani_ri @ForRezim @Jen_syie @bentangnegeri Bersatupun 01 dan 03 tidak akan mampu mengungguli Prabowo Gibran,,,,,
Fri Jan 12 22:45:05 +0000 2024,@haliday0147 @jojo_botak @jokowi @prabowo @gibran_tweet @aniesbaswedan @ganjarpranowo @puanmaharani_ri @MarahIchsan @yeyeskii @Kanjeng2022 Dukungan untuk Prabowo Gibran makin massif,positif,,,,
Fri Jan 12 22:44:47 +0000 2024,@gvfftj @Anak__Ogi @gibran_tweet @jokowi @prabowo @aniesbaswedan @ganjarpranowo @puanmaharani_ri @Dennysiregar7 @Maudy_Apain @berlianidris Indonesia maju bersama Pa Prabowo dan Mas Gibran,positif,,,,
Fri Jan 12 22:44:21 +0000 2024,@OposisiCerdas Semua pendukung pak Prabowo dan mas Gibran dari semua golongan keren banget,positif,,,,
Fri Jan 12 22:43:34 +0000 2024,@gvfftj @03__nakula @jokowi @prabowo @gibran_tweet @aniesbaswedan @ganjarpranowo @puanmaharani_ri @fais21804461 @zy_zy_its_me @akupadi5 Dulu Prabowo sekarang juga tetap @prabowo,positif,,,,
Fri Jan 12 22:43:05 +0000 2024,"Prabowo dan Gibran, teruslah berjuang untuk kebaikan Indonesia. #kodekita08 PilihPrabowoGibran02 Semoga berhasil!",positif,,,,
Fri Jan 12 22:42:44 +0000 2024,@GwynxAsh @jokowi @prabowo @gibran_tweet @aniesbaswedan @ganjarpranowo @puanmaharani_ri @basukining @samarron03 @si_andiii Semoga Prabowo Gibran menang,positif,,,,
Fri Jan 12 22:42:35 +0000 2024,Kami yakin Prabowo dan Gibran akan membawa Indonesia ke masa depan yang lebih cerah. #kodekita08 PilihPrabowoGibran02,positif,,,,
Fri Jan 12 22:42:32 +0000 2024,@siregar_elang @prabowo @gibran_tweet @Dennysiregar7 Saya justru mendukung bergabungnya mereka... Kaaknya ini akan menjadi mesin pendorong yg kuat utk @prabowo menang satu putaran...,positif,,,,
Fri Jan 12 22:40:01 +0000 2024,@gvfftj @jokowi @prabowo @gibran_tweet @aniesbaswedan @ganjarpranowo @puanmaharani_ri @Yurissa_Samosir @JOINLampung @PragmaticMou Bolak balik lembaga survei tetap menyatakan Prabowo pemenangnya,,,,,
Fri Jan 12 22:40:01 +0000 2024,@CNNIndonesia Program Prabowo Gibran untuk kesehatan rakyat,positif,,,,
Fri Jan 12 22:39:42 +0000 2024,Dukungan penuh untuk Prabowo dan Gibran. #kodekita08 PilihPrabowoGibran02 Semoga sukses dalam perjalanan ini. #kodekita08 PilihPrabowoGibran02,positif,,,,
Fri Jan 12 22:39:41 +0000 2024,@haliday0147 @jokowi @prabowo @gibran_tweet @aniesbaswedan @ganjarpranowo @puanmaharani_ri @ArjunaIreng_12 @AbiebSyah087021 @Mdy_Asmara1701 100 % dukungan kami sekeluarga pada Pak @prabowo dan Mas @gibran_tweet,,,,,
Fri Jan 12 22:39:24 +0000 2024,Percayalah pada Prabowo dan Gibran. #kodekita08 PilihPrabowoGibran02 Mereka akan membawa Indonesia menuju masa depan yang lebih baik. #kodekita08 PilihPrabowoGibran02,positif,,,,
Fri Jan 12 22:39:21 +0000 2024,"@GlowTryz @jokowi @prabowo @gibran_tweet @aniesbaswedan @ganjarpranowo @puanmaharani_ri @zumardifebri @bendol30 @AndryWaseso Biarin aja mereka nyinyirin pak, aku 100 persen dukung Pak Prabowo",positif,,,,
Fri Jan 12 22:39:19 +0000 2024,"Prabowo dan Gibran, kami mendukung kalian dalam upaya untuk memajukan Indonesia. #kodekita08 PilihPrabowoGibran02",positif,,,,
Fri Jan 12 22:39:07 +0000 2024,"Dengan Prabowo dan Gibran di depan, Indonesia memiliki masa depan yang cerah. #kodekita08 PilihPrabowoGibran02 Sukses!",positif,,,,
Fri Jan 12 22:39:02 +0000 2024,@GwynxAsh @jokowi @prabowo @gibran_tweet @aniesbaswedan @ganjarpranowo @puanmaharani_ri @damardima @adri_7i @lugasichtiar Asik menang satu putaran,positif,,,,
Fri Jan 12 22:38:50 +0000 2024,Dukungan penuh untuk Prabowo dan Gibran. #kodekita08 PilihPrabowoGibran02 Mari kita bersama-sama mencapai visi besar ini. #kodekita08 PilihPrabowoGibran02,positif,,,,
Fri Jan 12 22:38:43 +0000 2024,@gvfftj @jokowi @prabowo @gibran_tweet @aniesbaswedan @ganjarpranowo @puanmaharani_ri @irenejuni_ @Fisyasia @strike_bravo_b Mereka yang enggak percaya survei sebenarnya panik makanya narasinya selalu bilang itu survei bayaran,,,,,
Fri Jan 12 22:38:41 +0000 2024,Saya mendukung Prabowo dan Gibran sebagai pemimpin bangsa. #kodekita08 PilihPrabowoGibran02 Semoga Indonesia semakin berkembang. #kodekita08 PilihPrabowoGibran02,positif,,,,
Fri Jan 12 22:38:18 +0000 2024,"@gorunbiraz3 @WagimanDeep212_ @jokowi @prabowo @gibran_tweet @aniesbaswedan @ganjarpranowo @puanmaharani_ri @MichelAdam7__ @RidNgemil @Piyusaja2 Langit menjadi saksi, Prabowo akan menjadi Presiden RI 2024 – 2029",positif,,,,
Fri Jan 12 22:38:10 +0000 2024,"@hddfsysgdcoghu @RcyberProj0 @Gerindra @gibran_tweet @prabowo @budimuni98 @handoko2411 @Projo_Pusat @FALDA81 Pak Prabowo terlihat begitu peduli terhadap kehidupan sehari-hari rakyat, membuktikan bahwa ia adalah pemimpin yang tidak hanya di atas kertas, tetapi juga di tengah-tengah masyarakat.",positif,,,,
Fri Jan 12 22:37:59 +0000 2024,@griselruiz88 @kompascom @jokowi @prabowo @gibran_tweet @aniesbaswedan @ganjarpranowo @puanmaharani_ri @KepaArgawinata2 @Aryprasetyo85 @tijabar Semoga menang 1 putaran ya,positif,,,,
Fri Jan 12 22:37:41 +0000 2024,@griselruiz88 @ch_chotimah2 @ganjarpranowo @mohmahfudmd @gibran_tweet @jokowi @prabowo @aniesbaswedan @puanmaharani_ri @muchlis_ar @mulanbilqis @kangdede78 01 dan 03 mau berkoalisi curang nih. Oleh karena itu kita pastikan coblos yang sudah pasti akan menang yakni Prabowo Gibran,,,,,
Fri Jan 12 22:37:13 +0000 2024,@gyupuppiy Tetep prabowo gibran,positif,,,,
Fri Jan 12 22:37:08 +0000 2024,@griselruiz88 @jokowi @prabowo @gibran_tweet @aniesbaswedan @ganjarpranowo @puanmaharani_ri @Ghurem2 @ribonk @ARSIPAJA Semoga 14 februari pemenangnya Prabowo Gibran,positif,,,,
Fri Jan 12 22:36:50 +0000 2024,@griselruiz88 @jokowi @prabowo @gibran_tweet @aniesbaswedan @ganjarpranowo @puanmaharani_ri @devy_casanofa @alisyarief @Dew0W1snu Pilihlah Prabowo Subianto saja,positif,,,,
Fri Jan 12 22:36:32 +0000 2024,@gorunbiraz3 @jokowi @prabowo @gibran_tweet @ganjarpranowo @puanmaharani_ri @Putri_Everhart @berlianidris Jagoanku memang mantap,positif,,,,
Fri Jan 12 22:36:27 +0000 2024,@Lembayung071 @prabowo @gibran_tweet @Gerindra @PartaiGolkar Siapa yang IKHLAS memberikan Kekuasaan kepada seorang PENCULIK Antek Cendana ...... SIAPA ?,negatif,,,,
Fri Jan 12 22:36:15 +0000 2024,@griselruiz88 @jokowi @prabowo @gibran_tweet @aniesbaswedan @ganjarpranowo @puanmaharani_ri @Jelli_cent @okkymadasari @03__nakula Jangan lupa tanggal 14 Februari pilih 02,positif,,,,
Fri Jan 12 22:36:14 +0000 2024,Percayalah pada Prabowo and Gibran. #kodekita08 PilihPrabowoGibran02 Mereka akan membawa Indonesia menuju masa depan yang lebih baik. #kodekita08 PilihPrabowoGibran02,positif,,,,
Fri Jan 12 22:36:06 +0000 2024,"@JokoPintar2 @gus_muslih @prabowo @gibran_tweet Wkwkk... memalukan otak kamu. Justru Prabowo adalah sesepuh kadrun radikalis, rekam jejaknya jelas. #GanjarMahfudMenang gak punya rekam jejak dukung kadrun",negatif,,,,
Fri Jan 12 22:35:56 +0000 2024,@griselruiz88 @jokowi @prabowo @gibran_tweet @aniesbaswedan @ganjarpranowo @puanmaharani_ri @akupadi5 @bentangnegeri @Putri_Everhart Mari kita berdoa agar Pak Prabowo selalu diberi kesehatan agar bisa pimpin negeri ini,positif,,,,
Fri Jan 12 22:33:43 +0000 2024,@gorunbiraz3 @jokowi @prabowo @gibran_tweet @aniesbaswedan @ganjarpranowo @puanmaharani_ri @WagimanDeep212_ @blantik_pedhet2 @Anak__Ogi Orang bijak akan dukung Prabowo,positif,,,,
Fri Jan 12 22:33:39 +0000 2024,"@TeddGus @prabowo @gibran_tweet Duit drpd buat 2x putaran Pemilu. Mending dikasih ke  orang2 atau Mahasiswa yg bisa mempunyai ide memakmurkan bagi2 makan rakyat yg kelaparan, banyak bung, bukan mahasiswa tukang demo2 caci maki",,,,,
Fri Jan 12 22:33:24 +0000 2024,@griselruiz88 @jokowi @prabowo @gibran_tweet @aniesbaswedan @ganjarpranowo @puanmaharani_ri @RstmBcl @ShamsiAli2 @Paltiwest Mantabbb mari kita bersama menangin Prabowo Gibran,positif,,,,
Fri Jan 12 22:33:17 +0000 2024,@CNNIndonesia Program Prabowo Gibran program yang sangat penting,positif,,,,
Fri Jan 12 22:33:12 +0000 2024,"@mirashahabudin @RcyberProj0 @Gerindra @gibran_tweet @prabowo @budimuni98 @handoko2411 @Projo_Pusat @FALDA81 Dukungan kepada Pak Prabowo menjadi semakin mantap melihat bahwa beliau tidak hanya memiliki rencana jangka pendek, tetapi juga strategi jangka panjang untuk kemajuan negara.",positif,,,,
Fri Jan 12 22:33:07 +0000 2024,Kubu anies dan ganjar itu aslinya pemilihnya gamang atau masih ragu2  28% itu masih ambigu yg pro jokowi ragu milih wowo yg pro Prabowo ragu milih gibran  dan mereka bukan barisan kadrun/simpatisan partai  dan dgn isu 01&amp 03 merger mereka jd jelas yakin pilih 02 yg pas 1 putaran,,,,,
Fri Jan 12 22:33:05 +0000 2024,@griselruiz88 @jokowi @prabowo @gibran_tweet @aniesbaswedan @ganjarpranowo @puanmaharani_ri @Maudy_Apain @berlianidris @sayajggatau So pasti Prabowo pemimpin kita,positif,,,,
Fri Jan 12 22:32:46 +0000 2024,@gorunbiraz3 @jokowi @prabowo @gibran_tweet @aniesbaswedan @ganjarpranowo @puanmaharani_ri @Kanjeng2022 @EviDrajat @yeyeskii Prabowo RI 1,positif,,,,
Fri Jan 12 22:32:22 +0000 2024,"@griselruiz88 @ganjarpranowo @mohmahfudmd @prabowo @gibran_tweet @jokowi @puanmaharani_ri @aniesbaswedan @ekowboy2 @pakaipeci @yusuf_dumdum Prabowo teratas, paslon lain mah jauh di bawah",,,,,
Fri Jan 12 22:29:48 +0000 2024,@kimpoyindonesia @prabowo @gibran_tweet @jokowi Hahah keren min,,,,,
Fri Jan 12 22:29:34 +0000 2024,Deretan Purnawirawan TNI/Polri Dukung Prabowo-Gibran https://t.co/jhiVEkRX9E,positif,,,,
Fri Jan 12 22:29:29 +0000 2024,@kimpoyindonesia @prabowo @gibran_tweet @jokowi Siapa itu owowkwok,,,,,
Fri Jan 12 22:29:26 +0000 2024,"@JokoPintar2 @gus_muslih @prabowo @gibran_tweet Ikn sudah ditawarkan keluar negri sm rezim jokowi, apa itu kaga menjual namanya",,,,,
Fri Jan 12 22:29:02 +0000 2024,@kimpoyindonesia @prabowo @gibran_tweet @jokowi Siapa ya,,,,,
Fri Jan 12 22:28:37 +0000 2024,"@dsvwaikdjns @RcyberProj0 @Gerindra @gibran_tweet @prabowo @budimuni98 @handoko2411 @Projo_Pusat @FALDA81 Dukungan kepada Pak Prabowo Subianto menjadi semakin mantap melihat track record beliau yang kaya akan pengalaman, memberikan keyakinan akan kemampuannya memimpin dengan bijak.",positif,,,,
Fri Jan 12 22:28:35 +0000 2024,@kimpoyindonesia @prabowo @gibran_tweet @jokowi Iya iya,,,,,
Fri Jan 12 22:25:04 +0000 2024,"Anis Matta Terima Aspirasi Nelayan, Siap Menangkan Prabowo-Gibran Satu Putaran  #parahyanganpost  https://t.co/W62v0HdW18",positif,,,,
Fri Jan 12 22:23:30 +0000 2024,@siregar_elang @prabowo @gibran_tweet @Dennysiregar7 Loh kok jadi pendukung khilafah kabeh.,,,,,
Fri Jan 12 22:23:02 +0000 2024,"@TeddGus @prabowo @gibran_tweet Produk gagal Orde Baru. Produk gagal 3 x pilpres.  Terus lu dukung jadi presiden? (walau pernah juga lo hina dan menjelekkan). Katanya mau cari calon presiden yang lebih baik dari Jokowi, tapi kok pilih Produk Gagal dan bahkan yang sudah dikalahkan @jokowi 2 x?   Lu waras ted?""",,,,,
Fri Jan 12 22:22:49 +0000 2024,@gus_muslih Yang penting pemimpin nya yg benar benar bangsa indonesia yang Nasionalis bukan agamais..... Prabowo Gibran hrus di dukung penuh jadi Pemimpin 2024 ....Presiden RI,positif,,,,
Fri Jan 12 22:22:35 +0000 2024,"Melihat hembusan angin dari berbagai penjuru semakin banyak menuju ke pusat yang sama, maka....  Relawan Anies dan Ganjar Kompak Pindah Dukungan ke Prabowo-Gibran  https://t.co/IESTfR2xfI",,,,,
Fri Jan 12 22:22:06 +0000 2024,Deretan Purnawirawan TNI/Polri Dukung Prabowo-Gibran https://t.co/dTolzHTWvh #KLYNews,,,,,
Fri Jan 12 22:21:06 +0000 2024,Prabowo Merasa Gibran Penyebab Kesalahan dalam Debat Capres  https://t.co/WurCrbWuts https://t.co/WurCrbWuts,negatif,,,,
Fri Jan 12 22:18:57 +0000 2024,"@liliesjayajaya @DokterTifa @aniesbaswedan @gibran_tweet @prabowo @Gerindra Dia mana ada kaca, adanya aquarium buat ikan.",,,,,
Fri Jan 12 22:18:26 +0000 2024,"@RcyberProj0 @Gerindra @gibran_tweet @prabowo @budimuni98 @handoko2411 @Projo_Pusat @FALDA81 Menang setengah putaran, segera saja dilantik menjadi Presiden Surepay Indonesia 🤭",,,,,
Fri Jan 12 22:17:47 +0000 2024,"@TaufikRendusara @PDemokrat @prabowo @gibran_tweet @AgusYudhoyono tetep aja  lu itu gak diajak"" https://t.co/af3H7xVprd""",,,,,
Fri Jan 12 22:16:29 +0000 2024,@rinaldy_re9401 @kejumanis98 @sapakieeee @kegblgnunfaedh @Fahrihamzah @prabowo @gibran_tweet @Gerindra @Partai_Gelora @OSingkong28247 @gamandrasyah Baligo segede gaban warnanya aja biru muda 😂😂😂😂 https://t.co/WSlbjv7ODp,,,,,
Fri Jan 12 22:16:09 +0000 2024,@NKRI5758 @RcyberProj0 @Gerindra @gibran_tweet @prabowo @budimuni98 @handoko2411 @Projo_Pusat @FALDA81 @jokowi 2019 surepaynya juga tinggi terus tapi keok,,,,,
Fri Jan 12 22:15:49 +0000 2024,"@Hasbil_Lbs @prabowo @gibran_tweet Menang satu putaran  Kocak *@🤣🤣🤣🤣🤣🤣🤣🤣,   Lihat foto itu jadi ingat yang diperiksa. @KPK 🤭🤭🤭""",,,,,
Fri Jan 12 22:15:36 +0000 2024,@Hasbil_Lbs @prabowo @gibran_tweet Tidak 02,,,,,
Fri Jan 12 22:15:31 +0000 2024,@rinaldy_re9401 @kejumanis98 @sapakieeee @kegblgnunfaedh @Fahrihamzah @prabowo @gibran_tweet @Gerindra @Partai_Gelora Ada yg bantah dr @OSingkong28247 elunya aja kurang baca 🤣🤣 dan ga di bantah lagi sama @gamandrasyah  🤣🤣🤣 https://t.co/2QNCdIvBOq,,,,,
Fri Jan 12 22:14:52 +0000 2024,@gus_muslih @JokoPintar2 @prabowo @gibran_tweet Habib Lutfi bin Yahya,,,,,
Fri Jan 12 22:14:23 +0000 2024,@TeddGus @prabowo @gibran_tweet SATU PUTARAN .. NDASMU!!!. SAMPAH,negatif,,,,
Fri Jan 12 22:13:46 +0000 2024,"@siregar_elang @prabowo @gibran_tweet @Dennysiregar7 Koalisi dg siapapun sah2 saja. Yang ga boleh itu, memperkosa konstitusi demi lolosnya sang anak. Ini yang dilawan.",negatif,,,,
Fri Jan 12 22:13:30 +0000 2024,@TeddGus @prabowo @gibran_tweet Yaa klu udh yakin bakal menang ya duduk manis aja gak usah kesana kemari jelek2in paslon lain.. nambah dosa aja lu,,,,,
Fri Jan 12 22:12:26 +0000 2024,@jalurlangit1999 @kejumanis98 @kegblgnunfaedh @Fahrihamzah @prabowo @gibran_tweet @Gerindra @Partai_Gelora Makin sini jadi kaya mirip PSI dlu yah? 🤣🤣🤣,,,,,
Fri Jan 12 22:10:30 +0000 2024,@Ki_Cebong99 Yah kalau ga ada gibran mana mau mereka merapat. Kalau ga ada prabowo di mana Jokowi akan merapat. Namanya juga kepentingan hehe...,,,,,
Fri Jan 12 22:10:22 +0000 2024,Dukungan penuh untuk Prabowo and Gibran. #kodekita08 PilihPrabowoGibran02 Semoga sukses dalam semua usahamu. #kodekita08 PilihPrabowoGibran02,positif,,,,
Fri Jan 12 22:02:56 +0000 2024,@NenkMonica Ngk apa2 hanya 1 wanita. 51% Rakyat indonesia memenangkan Prabowo&amp Gibran februari 2024😊,positif,,,,
Fri Jan 12 22:01:44 +0000 2024,"@prabowo 2014, 2019.. bahkan 2009, 2005.. saya selalu pilih prabowo.. skrg saya ngerti, knp alloh tdk jadikan anda presiden ri. saya pun skrg mantap gakan pilih 02, awalnya krn ada gibran hasil curang mk, ternyata sifat asli dan cerita culik bukan hoax.. makin yakin tidak pilih 02 prabowo",negatif,,,,
Fri Jan 12 21:59:57 +0000 2024,"@TeddGus @prabowo @gibran_tweet 02 = Mr esemka 3 periode 03 = pettuggaass parte 3 periode Sutradaranya sama,.. Alurnya sama   _ menindas rakyat - menaikan pajak - pangan mahal - hukum tebang pilih _ rusaknya tatanan bernegara _ semua UU menguntungkan oligarki dan aseng",negatif,,,,
Fri Jan 12 21:58:50 +0000 2024,"@TeddGus @prabowo @gibran_tweet Menang 1 putaran tapi di depan KADIN bicara burger king, ngak guna tweet panjang anda..!!😅",,,,,
Fri Jan 12 21:48:29 +0000 2024,Salam solidaritas untuk Prabowo dan Gibran dalam memimpin negara. #kodekita08 PilihPrabowoGibran02,positif,,,,
Fri Jan 12 21:47:30 +0000 2024,Prabowo dan Gibran adalah harapan bagi generasi masa depan. #kodekita08 PilihPrabowoGibran02 Mari kita dukung mereka. #kodekita08 PilihPrabowoGibran02,positif,,,,
