full_text,sentimen
baa kok jadi tengak ko ang go fadli ai lah utak ang kanciang pantek etika,negatif
aku lebih pilih drpada paslon,positif
republika kentut wangi banding paslon lain,positif
ba ngapain sih orang usaha negara nya maju ba malah pilih negara mundur,negatif
cocok menteri jadi cawapresnya bukan si samsul pandai tebak tebak,negatif
mungkin pr tim skrg buat macam infogram ttg hilir banyak faham alih2 cari tahu penting hilir malah jadi bahan tertawa kan ngeselin udah ga tahu ga mau nyari tahu eh malah ngeyel,positif
senam gemoy bawah guyur hujan tetap lanjut makin semangat dukung menang satu putar jaring news,positif
jilat bakat,negatif
padahal jauh lebih kemlinti janji anies udah selesai 5 tahun asli kena sound2 tiktok sih fakta begitu gambar genz mikirin nasib indonesia masa kini rusak semua sektor ama jokowi kroni dan mau dilanjutin,negatif
kalau substansi kuat perlu banyak atraksi boro2 bicara substansi tambang ilegal si tdk paham hrs cabut ijinnya lama2 dikatain goblok nih sama,negatif
allah moga wajah gakakan hias ruang2 kelas contoh buruk anak muda nir etika,negatif
tenang mas tenang tetep baris mas anak muda nyerang usil dikit bilang ga sopan songong nonton emosi sewot berisikkk yahh elahhh anak muda aja bilang capres2 loe 01 03 lebih buruk kpada,positif
02 sekali putar 01 03 masuk putar dua,negatif
haha sakit hati susah sembuh moga makin sakit lantik jadi presiden,positif
moga anak cucu kalian semua baik akhlak fisik sama persis capres kalian pilih pilpres 2024 aamiin,negatif
jangan dibully ges jelas2 tuju orang emang bukan jadi wakil rakyat dapat kuasa makanya harus dukung,negatif
ngawur,negatif
kalo tuju mas nn kemaren hinaa kalian menentawakanyaa gilir serang balik bgini kaliann nyerang personal mas saya tdinya dukung katna saya tahu bakal kalah sbaiknya saya alih prbowo dripadaa,positif
pasang tak kalah dukung terus tingkat masayaarakat sumatera barat bukti mereka pilih utama akan pimpin indonesia tuju masa depan gemilang,positif
narasi sampah anies kritik kerja menhan bukan membully apa laku jauh itu,negatif
tdk pernah tahu manusia 1 hari kiamat 2 prestasi,negatif
harap besar rakyat sumatera barat angka survei hampir capai 50 persen bukti hadir sangat ingin percaya masayaarakat,positif
lae tidur lae moga esok pagi sadar mimpi terlalu jumawa sangat rusak tatanan demokrasi rakyat mulai berfikir mu lae jilat pagi baru mimpi aja udah jumawa satu putar lae laeeee,negatif
amp anies kom serang mrk girang serang balik amp imin mrk tuduh songong nir etika repot bener hidup ini sebut gak adil sjk dlm pikir tp harap laku adil orang,positif
hati tutup awan hitam,negatif
hhhh narasi basi moga indonesia jauh pimpin nir adab nir etika,negatif
yess bener kayak paslon 1 amp 3 membully hina amp rendah debat contoh baik amp bukan pimpin nge test cuma senggol dikit ken tahu reaksi gimana nyata nyata sini baru nyadar paling sabar dibully 2 paslon,positif
jembut,negatif
anies tanya kerja as menhan gak jelasin tadi malem bener2 no manner minta maaf cuma pem aja,negatif
sangat wajar orang kawatir negara pimpin orang tdk erti etika justru makzul hal boleh okeh konstitusi tdk usia cukup jd cawapres,negatif
bayar dulu utang2 numpuk bumn kantor masih diutangin nih sm bumn banyak utang,negatif
kata gue lo ngerepotin,negatif
attitude anak haram konstitusi debat level nasional buat tdk kelas kayak debat warung kopi tanya attitude nya gak tunjuk level eventnya apa niat mau mancing emosi lawan tp gatot samsul samsul lucu banget rusak semua gaya songong,negatif
sang dusta sdg konak,negatif
udah bilang tinggal nunggu waktu aja koalisi satu jelekin satu jelekin jokowi pada bner bakal menang masgbran kamiadadisini,positif
lah kemarin aja sama ngerendahin dukung lethim cok lethim cok sekarang gilir d balas ga nerima situ sehat 02 gaboleh nyerang paslon gitu cuma 1 3 nyerang,positif
tetap songong,negatif
haha gestur lu ga liat sop apa atas panggung angggota kpu jatuh lu ga liat muka sengkuni lu ga nilai etika waktu ga salam sama pk padahl diaera panggung cape bgt sama dukung 01,positif
kau tdk mutu kelas cuma segitu jadi cawapres dunia sdh balik balik otak dukung,negatif
gk usah dengerin nilai2 dr kaum2 tua kita fokus aja dkg ngapain dgrin nilai2 dr kaum pikun bgini,positif
pilih anies dalang paling suryo paloh jk klo pasti megawatikalo jokowi sdh bukti diri bekerjakeras bangun indonesia begitupesat tentu fondasi letak terus indonesia tambah maju konsisten terus,positif
mau e gaya apa satu puter,positif
semangat aku selalu setia dukung mu,positif
makasih mas kemarin dukung 01 03 ngata2in emosi sekarang lihat banyak kolom komentar dukung 01 03 emosi marah marah ku kira sabar orang2nya ternayat kalo digituin marah wkwk asik2 hibur,positif
kirain kamu bran nyari singkong tanam mkmkmkmk nanam singkong tumbuh jagung polybag,negatif
salam bung,positif
wah nyebokin,negatif
ngomongin etika gilir capres nya ga ber etika sama bilang wajar debat itu jiaakkhh,positif
lol banget gilir si ngomong bilang gaada etika ga sopan pas nilai kerja pranowo 11100 menteri pecat di bilang apa lol banget sama lebih tua pranowo tolol arti etika minim bahas etik kmren wkwkw,positif
loh kok ngatur anies sama ga etika sama lebih tua mana ngritik e data salah gmana sih kok contek salah kaprah,positif
mantap solidaritas duduk mas makin kesini makin kuat,positif
hasil survei sejak 2004 bukti mereka tdk jauh hasil pilih benar tenang paslon 02 menang mau satu putar atahupun putar elu kejang2 lama 5 tahun depan,positif
erick orang cerdas tentu kenapa dukung orang level iq jongkok jadi wakl presiden 250jt rakyat indonesia,negatif
ini kata fh segera sangka kalau paslon 02 kalah kasus bumn banyak nanti,negatif
4x debat alam tunjuk pasang gaberes rubah batas usia jadi cawapres singgung ngamuk jujur kredit macet tidak sopan kpada prof masih pilih,negatif
klo disa satu putar curang tambah ricuh suasana,negatif
masayaa allah luar biasa dahsayaat sambutab warga masayaarakat sambut,positif
,negatif
siap kalau timnas pulang piala asia jangan lupa ajak foto sama 02,positif
lacur politik nyata,negatif
dukung terus alir gak pilhan selain,positif
1000 rawan bolone mase makin mantap dukung menang satu putar,positif
haha anak presiden songong bagong salam karma buat ipar ga punya etik kuarga jokodok,negatif
salah satu gagas hebat cabut iup tambang ilegal bro wkwkayoo dukung dungu,negatif
amitamit cabang bayi moga gagal jadi capres,negatif
wkakak lucu banget gilir dibully hina bahkan rendah debat paslon 1 amp 3 kok gpp sini cuma pancing dikit sudah laba gue bilang sabar banget justru mau liat gimana klo pancing cuma gitu aja reaksi kyk apa,positif
lah sekarang udah liat curang,negatif
gagas cm satu hilir gimmicknya panggung sangat buruk tidak adab masa depan indonesia suram dia jadi wapres,negatif
koalisi indonesia maju mimika optimis menang pilpres 1 putar,positif
wibawa,positif
malu,negatif
tkn sebut program makan siang susu gratis tak ai anggar bansos kompas tv,positif
jujur tampil lebih baik lebih pede banding,positif
bodoh tonton bangga orang2 bodoh karna haus kuasa,negatif
allah doa sungguh jangan jadi presiden et komplit ng apa2 cara etika dua 1112 nauzubillah min dzalik,negatif
tetap all in,positif
semangat mas maju terus pantang mundur sejahtera rakyat,positif
dukung pasang sangat bagus pasti bisa bawa ubah positif indonesia,positif
nyebokin,negatif
iya menang survei,positif
gas satu putar,positif
4x belum selalu pilih wowo kaget wowo khianat gabung siplongo tahu pasang siplongo family hasil curang rekayasa atur milu liat program kampanye amp perhati debat siplongo20 kami mantap akan pilih wowo siplongo20,negatif
moga ibu gw liat video pas debat soal ibu gw dukung,positif
malam tadi si tunjuk cara rendah orang tua pasti lihat seluruh indonesia itu nilai rendah sekali,negatif
mas sangat serasi jadi pimpin karna bedua sangat hebat politik,positif
makin tua makin tambah ngibulnya,negatif
nama debat pasti evaluasi diri ajar alam masuk tim nama tim sukses gas,positif
cakep tri,positif
semua gak ngaruh tetep all in gw yakin 1000 02bakal menang 1 putar,positif
maksud menang is 1 putar,positif
indonesia darurat etika,negatif
terima kasih jaga netralitas jabat negara milu kali,positif
yakin and bawa indonesia puncak jaya pilih02 sukses,positif
kaya masayaarakat abis liat debat tadi malah jadi tambah jijik deh sama 02,negatif
knp dukung sayaaratnya bodoh budiman 2019,negatif
padahal kalo liat debat tiga siapa mengolok2 duluan cba awal debat tiga di rendah nilai kerja mas sikap santun,positif
sabar erick,positif
capres ri nomor urut 2 subianto puji tampil cawapres pasang rakabuming raka debat antar cawapres pilpres 2024 jcc minggu 2112024,positif
menangiissssssss,positif
gw gen z ogah bet ama ama lu bom lihat aja lempar lempar ama ngamuk aja,negatif
sekarang ngamuk2 rasa gak punya etikatapi kita rasa anies gak pny etika bilang nama debat dasar sumbu pendek rasa maha benar sendiridasar buih,negatif
iya iya paslon 02 cawapresnya adab tidak etika,negatif
keren mas beliau menunjuka kapasitas wapres,positif
debat paling malu ga etik ttg debat baik,negatif
minimal kalo muka jelek tuh ga milih,negatif
unggul telak banding pasang lain,positif
mas all in pada debat kemaren keren mas,positif
fokus urusin dulu bumn aja jangan lawak,negatif
jokowi melanjuntukan rencana besar soekarno ikn di selesai,positif
mundur dulu malu,negatif
wes mantab 1 putar menang,positif
insayaaallah 1 putar,positif
2 capres kemarin nyerang prak lebih tua dgn kasih nilai 11100 5100 kok dukung gilir serang balik teriak2 gapunya adab gapunya etika 02 selalu salah ga bener pokok wkwkw,positif
iya bagus,positif
tetep all in aneh bgt kalo 02 lakuin salah dikit aja rame kalo pasang adem adem aja tuh wkwk,positif
kalo gin pantes singgung gelar dokter dokter,negatif
butuh perubahanganti barusaatnya ubah,positif
seperti terlalu pintar bisa bohong diri sendri wake up man,negatif
komunitas ondel ondel sapa warga ajak milu damai sama savege,positif
moga visi kalian jadi nyata pilih02 dukung,positif
wkwkw semangat deh,positif
betul sekali 1 putar makin tegas siapa sungguh anak muda nir adab perilaku sombong langgar hukum jadi trade mark nya,negatif
tukang cebok smua,negatif
read the room please jangan jadi orang tolol,negatif
emank dperlakukan apa sm bawa data minta konfirmasi data salah malah ga jawab sm besok nanagis2 buzzer2nya apa coba terus skrg si gituin prof mank gda etik,negatif
ambruk seambrukambruknya mau jadi apa negara di pimpin sama paslon 02,negatif
nyinggung etika sama mas na kalian klo nyerang personal nya gitu lucu kalau ngejahatin orang gilir balikin malah singgung baper,positif
mereka bangga melanjuntukan ogah gila deh melanjuntukan mending pilih ubah,negatif
so mau cak imin marah2 stay mellow kaya kali noooo cak imin gak udah kebal roasting pemdukung sendiri gak kaya selalu oengen dipuji2 dicebokin buat salah,negatif
moga anak lu adab besok kayak semua tua kayak,negatif
jangan satu putar bungcapres sudah masuk putar 5 aja ada tandatanda mau menangsory yeesory yee aja dulu,negatif
tetep bib1,negatif
wah keren nih mas selalu sari rakyat bagai mentari,positif
menghayal tapi jangan dulu sujud sayaukur hitung suara selesai lebih baik dukung siap diri terima nyata pahit pilpres kali adalah kalah akhir,negatif
makin berat tugas guru didik penting tekan adab dulu baru ilmu anak didik biar gede gak jadi,negatif
ngimpi lu,negatif
politikus otak aneh mngkin gilasdh jelas2 cawapresnya tdk kompeten jg puji2,negatif
gerombol 02 dari mulai jokowi erick tohir bangsat semua tak etika semua langgar etika politik,negatif
adab mrk usaha jadi pimpin negara jadi negara bi adab,negatif
salfok berkalikali nepuk pundak senyum kayak ba bangga sama anak,positif
sikap dapat pribadi mu jangan kau sama dgn orang kawan kita punya yakin pilih masing saya tetap,positif
gw ga nonton debat cawapres tv gw selalu mantahu hasil akun twitter belah gw emang the real nepo baby jadi makin problematik dipasangin sama baik atahu tuh jauh kata siap jadi pimpin negara representatif,negatif
rawan inisiasi forum silaturahmi ulama nu sama habib luthfi bin yahya,positif
cepat banget nyebokinnya mbak hahahaa aabar anies umur lebih muda kritik kemarin kalian bakal begini jelas tonton smalam malah soal minus sndiri salute buat cak imin prof,negatif
hadeuuuh keluar biaya berapa buat bayar surveyan padahal 24 jam target 62 parah banget blunder kelas dewa,negatif
gilir nyerang sama cak imin anggap ngga sopan mereka lebih tua tpi debat capres 2 kmrn anies nyerang umur lebih tua beri nilai 5 11 anggap biasa,positif
salam kalimantan 100 all in,positif
bohong naluri diri,negatif
mau tolol kapan sih beelajar doong kepala jangan batu kali kasi gua ama dukung amp susah banget sih kepala buat mau nerima masuk fikiran orang ayo dooong ajar bisa yuk,negatif
sama2 gak punya malu,negatif
apa harus salut nyebut2 nama orang nggak di sana tanya lawan debat apa jawab gestur slengean rasa uptodate istilah2 bombastis gue yakin juga timnyabanya bukan sendiri tahu tambang ilegal lah cabut iupnya sdh jelas2 ilegal,negatif
malam blunder besar sumpah gaya n materi debat anda norak sekali indonesia butuh bocil etika say no to,negatif
lu orang batak ga ngerti adab adat lu cabut apa tambang ilegal cerdas orang goblok,negatif
harus antum netral lhoo,negatif
erick kirain sedikit lebih bawa logika pasang nyata juga sama aja malu urus pssi aja ga bisa sok2 an mau dual role menteri,positif
gak netral yah,negatif
gila jabat lu,negatif
tks sdh balas tindak ucap capres 1 amp 3 depat capres iii tabik,positif
ngatain sombong kmrn pas kurang ajar kok ga ngoceh,positif
jujur dukung sekarang balik dukung gak mutu gak punya etika gak sopan kata salah satu warganet bocah kemarin sok pinter receh tulis lain,negatif
aku ga nyalahin nya tp cara nya buat smp posisi tsb ujung2 nya ttp etika krn etika ruh nya atur adapa smp segitu ngotot nya panjang 3 periode via,negatif
melanjuntukan program bukan gagas,negatif
wkwkwkwkwkwkwkwkkasian,negatif
knp kom dgn cak imin untuk serang sama spt kom dgn beri nilai buruk untuk tp bagus jga dgn cara kalian ektabilitas pragib lejit,negatif
bagus kalau wakil,negatif
bung staqof berani serang kok mbah stakuf impoten hadap,negatif
tengil calon atas nggak bahaya ta,negatif
gada serang dukung aja otak ga bedain mana argumentatif amp bullying klo malam sngat verbal amp kasar ga etika tuhan tunjuk kwalitas amp potensi sbenarnya mmg tdk tahu adabsilahkan simak beberapa analisa dr cendikiawan,negatif
kalau otak sdh terkontasi benci thd 02 tdk hilang lupa waktu debat capres rendah cawapres 01 03 kerupuk siram air hadap,positif
kalau gw jadi lo mending mundur gerindra zon sungguh malu,negatif
definisi kaya raya babu,negatif
emang susah ni dukung 02 serang data dulu jg tanya jokowi pilpres 2019 lah nyerang e gimmick anak orang kaya songong orang lbh tua,negatif
p anies p nyerang e data ga jawabpendukungnya nangis2 ngamuk2sementara nyerang e gesture kalimat2 rendah profpadahl jelas prof dah bener ngawurseakan2 pinter,negatif
zonlu gak malu baca reply2 tweet lu,negatif
coba bain kalo begitu debat sama udah dikatain apaya,negatif
gua ramall 2024 jadi presiden tanda ni ramal gua,positif
sih bocil cocok sperti dan blm cocok bawa negara untuk buat main2 jd naruto kan lindung kejahatan2 dr konstitusi betul ngak,negatif
lihat mampu debat cak imin sdh sekali,negatif
wah keren nih wowo dapat dukung moyoritas generasi garut,positif
gak polih 02 krn klop capres nya emosi wakil nya g sopan g punya etika d kesan nya sifat angkuh d sombong,negatif
biasa aja tuh kecewa serang sama anies wajar kalo bela nyerang balik politik bos tunjuk setia pwda,positif
menteri terang2an gilir asn ngacung jari jd masalah,negatif
coba kalo susah dapet moment hug begini soal tegas sedang lebih kaku dari umur aja sudah paut jauh jd buat komunikasi santai aja mungkin susah,negatif
debat gue garis keras sama no gagas all in gimmick,negatif
semangat banget nyepongin sm jam bayar brp,negatif
salut bagaimana manusia tdk ber etika begini bangga2kan anda,negatif
percuma golong kalian trs giring opini bro 2024 tenggelam salam ubah,negatif
adab etika z tak harus etika,negatif
waktu anies sikap kritis kerja anggap engga sopan anggap kurang hormat orang tua gilir skrg tengil sok kritis malah anggap kritis keras ini standar ganda,positif
saya sedih liat dukung bocil hasil minum asam sulfat tiap hari nyebokin mll,negatif
apa masalah solusi hilir,positif
jujur aja pertama kali tahu capres aku langsung all in 02 lama kes kelas membranding diri kerja bagus solo makin kesini 02 bukan pilih lebih baik kalian 01 03,negatif
gilir si wan ngibul uban nyerang personal malah makin ngatain di skak mat mas bilang ga etikakasian emang pendukung2,positif
idola nya gen z all in kata,positif
sila lanjuntukan mimpi nya bung jangan bangun huakakakakka kalo aink mah msh ai akal sehat sama baris,negatif
mungkin kasi tugas nyebokin anak presiden kan bantu,negatif
jangan coblos coblos 02 aja,positif
kuasa aja bln sdh songongnanti kalo kalah terlalu sakit,negatif
erick coba kalo sempat waktu sembah subuh diam jenak tanya hati nurani mu pantas ga anak haram,negatif
makin tambah solid nih dukung mas,positif
wan angin den wadas cak duren siapa cukup niretika rakyat indonesia jelata seperti jangan hilang nilai,positif
insayaaallah anies presiden ri 2024,negatif
mata dukung 02 1 debat harus objektif gak personal sama orangt ua walaupun menhan gak kritisi walaupun kebijakankebijakannya sendiri 2 klo personal nilai objektif itu anak muda sifat bebas,positif
moga menang sekali putar,positif
akan ubah tetap,negatif
iya satu putar buat paslon bukan pasang,negatif
naaah mulai muncul tukang cebok capek nyebokin mas gemoy,negatif
panik lo ade armando kalah makin jelas terang benderang survei survei abal survei survei bayar semua lihat se olah olah atas rata rata padahal semua banding balik,negatif
calon gelandang politik bila kalah jadi gelandang politik dapat pasti partai gelora ga lolos parlemen,negatif
